origin,destination,airline,date,price,days_until_departure
EBL,AMS,HV,2025-05-18,264,-1
EFL,AMS,HV,2025-05-18,1051,-1
EGC,RTM,HV,2025-05-18,284,-1
EIN,AGP,HV,2025-05-18,166,-1
EIN,ALC,HV,2025-05-18,887,-1
EIN,ATH,HV,2025-05-18,1161,-1
EIN,AYT,HV,2025-05-18,1065,-1
EIN,BCN,HV,2025-05-18,775,-1
EIN,BJV,HV,2025-05-18,349,-1
EIN,BLQ,HV,2025-05-18,282,-1
EIN,CPH,HV,2025-05-18,1132,-1
EIN,DLM,HV,2025-05-18,219,-1
EIN,FAO,HV,2025-05-18,299,-1
EIN,GRQ,HV,2025-05-18,791,-1
EIN,IBZ,HV,2025-05-18,753,-1
EIN,INN,HV,2025-05-18,1158,-1
EIN,LIS,HV,2025-05-18,339,-1
EIN,LPA,HV,2025-05-18,365,-1
EIN,MAD,HV,2025-05-18,174,-1
EIN,NAP,HV,2025-05-18,258,-1
EIN,NCE,HV,2025-05-18,421,-1
EIN,PMI,HV,2025-05-18,178,-1
EIN,RTM,HV,2025-05-18,1003,-1
EIN,SAW,HV,2025-05-18,873,-1
EIN,TXL,HV,2025-05-18,706,-1
EIN,VCE,HV,2025-05-18,656,-1
EIN,VLC,HV,2025-05-18,886,-1
FAO,AMS,HV,2025-05-18,561,-1
FAO,EIN,HV,2025-05-18,234,-1
FAO,GRQ,HV,2025-05-18,487,-1
FAO,RTM,HV,2025-05-18,344,-1
FAO,SID,HV,2025-05-18,885,-1
FCO,RTM,HV,2025-05-18,1034,-1
FNC,AMS,HV,2025-05-18,928,-1
FUE,ACE,HV,2025-05-18,531,-1
FUE,AMS,HV,2025-05-18,359,-1
GRO,AMS,HV,2025-05-18,710,-1
GRO,RTM,HV,2025-05-18,843,-1
GRQ,FAO,HV,2025-05-18,1160,-1
GRQ,LPA,HV,2025-05-18,846,-1
GRQ,MST,HV,2025-05-18,1071,-1
GRQ,PMI,HV,2025-05-18,240,-1
HER,AMS,HV,2025-05-18,433,-1
HER,GRQ,HV,2025-05-18,895,-1
HER,RTM,HV,2025-05-18,697,-1
IBZ,AMS,HV,2025-05-18,368,-1
IBZ,EIN,HV,2025-05-18,295,-1
IBZ,RTM,HV,2025-05-18,633,-1
INN,AMS,HV,2025-05-18,1167,-1
INN,EIN,HV,2025-05-18,1071,-1
JKH,MJT,HV,2025-05-18,1098,-1
JMK,JTR,HV,2025-05-18,660,-1
JTR,AMS,HV,2025-05-18,712,-1
JTR,VOL,HV,2025-05-18,1180,-1
KGS,AMS,HV,2025-05-18,623,-1
KIT,KLX,HV,2025-05-18,615,-1
KLX,AMS,HV,2025-05-18,837,-1
LEI,AMS,HV,2025-05-18,262,-1
LIS,AMS,HV,2025-05-18,141,-1
LIS,EIN,HV,2025-05-18,817,-1
LPA,ACE,HV,2025-05-18,493,-1
LPA,AMS,HV,2025-05-18,157,-1
LPA,EIN,HV,2025-05-18,459,-1
MAD,EIN,HV,2025-05-18,706,-1
MAD,RTM,HV,2025-05-18,323,-1
MJT,AMS,HV,2025-05-18,771,-1
MLA,AMS,HV,2025-05-18,300,-1
MLA,NBE,HV,2025-05-18,506,-1
MPL,RTM,HV,2025-05-18,744,-1
MST,AYT,HV,2025-05-18,579,-1
MST,HER,HV,2025-05-18,734,-1
NAP,AMS,HV,2025-05-18,213,-1
NAP,EIN,HV,2025-05-18,754,-1
NBE,AMS,HV,2025-05-18,303,-1
NCE,AMS,HV,2025-05-18,712,-1
NCE,EIN,HV,2025-05-18,276,-1
NCE,RTM,HV,2025-05-18,609,-1
OLB,AMS,HV,2025-05-18,957,-1
OPO,AMS,HV,2025-05-18,1084,-1
PFO,AMS,HV,2025-05-18,316,-1
PMI,AMS,HV,2025-05-18,757,-1
PMI,EIN,HV,2025-05-18,312,-1
PMI,GRQ,HV,2025-05-18,833,-1
PMI,RTM,HV,2025-05-18,729,-1
PMO,CTA,HV,2025-05-18,670,-1
PRG,RTM,HV,2025-05-18,340,-1
PSA,AMS,HV,2025-05-18,317,-1
PVK,AMS,HV,2025-05-18,194,-1
RAK,AGA,HV,2025-05-18,717,-1
RAK,AMS,HV,2025-05-18,118,-1
RAK,RTM,HV,2025-05-18,631,-1
RHO,AMS,HV,2025-05-18,234,-1
RHO,EIN,HV,2025-05-18,1171,-1
RTM,AGP,HV,2025-05-18,706,-1
RTM,ALC,HV,2025-05-18,300,-1
RTM,AYT,HV,2025-05-18,1019,-1
RTM,BCN,HV,2025-05-18,1160,-1
RTM,BJV,HV,2025-05-18,383,-1
RTM,BUD,HV,2025-05-18,157,-1
RTM,EGC,HV,2025-05-18,741,-1
RTM,EIN,HV,2025-05-18,377,-1
RTM,FAO,HV,2025-05-18,808,-1
RTM,FCO,HV,2025-05-18,516,-1
RTM,GRO,HV,2025-05-18,156,-1
RTM,HER,HV,2025-05-18,441,-1
RTM,IBZ,HV,2025-05-18,388,-1
RTM,MAD,HV,2025-05-18,827,-1
RTM,MPL,HV,2025-05-18,756,-1
RTM,NCE,HV,2025-05-18,118,-1
RTM,PMI,HV,2025-05-18,596,-1
RTM,PRG,HV,2025-05-18,720,-1
RTM,RAK,HV,2025-05-18,111,-1
RTM,RHO,HV,2025-05-18,304,-1
RTM,SAW,HV,2025-05-18,437,-1
RTM,SPU,HV,2025-05-18,1090,-1
RTM,TLN,HV,2025-05-18,492,-1
RTM,VIE,HV,2025-05-18,261,-1
RTM,VLC,HV,2025-05-18,373,-1
SAW,AMS,HV,2025-05-18,375,-1
SAW,EIN,HV,2025-05-18,473,-1
SAW,RTM,HV,2025-05-18,1155,-1
SID,AMS,HV,2025-05-18,142,-1
SKG,AMS,HV,2025-05-18,1195,-1
SMI,RHO,HV,2025-05-18,304,-1
SPC,AMS,HV,2025-05-18,945,-1
SPU,RTM,HV,2025-05-18,1010,-1
SUF,CTA,HV,2025-05-18,508,-1
SVQ,AMS,HV,2025-05-18,1109,-1
SVQ,LEI,HV,2025-05-18,695,-1
TFS,AMS,HV,2025-05-18,603,-1
TFS,LPA,HV,2025-05-18,1068,-1
TLN,RTM,HV,2025-05-18,876,-1
TLV,AMS,HV,2025-05-18,893,-1
TRN,AMS,HV,2025-05-18,892,-1
TXL,EIN,HV,2025-05-18,109,-1
VCE,AMS,HV,2025-05-18,625,-1
VCE,EIN,HV,2025-05-18,411,-1
VIE,RTM,HV,2025-05-18,351,-1
VLC,AMS,HV,2025-05-18,684,-1
VLC,EIN,HV,2025-05-18,202,-1
VLC,RTM,HV,2025-05-18,781,-1
VOL,AMS,HV,2025-05-18,361,-1
VRN,AMS,HV,2025-05-18,130,-1
ZTH,AMS,HV,2025-05-18,634,-1
YEV,YGH,HW,2025-05-18,609,-1
YGH,YEV,HW,2025-05-18,259,-1
YGH,YVQ,HW,2025-05-18,1106,-1
YVQ,YGH,HW,2025-05-18,614,-1
YVQ,ZFN,HW,2025-05-18,981,-1
YWJ,YZF,HW,2025-05-18,922,-1
YWJ,ZFN,HW,2025-05-18,287,-1
YZF,YWJ,HW,2025-05-18,831,-1
ZFN,YVQ,HW,2025-05-18,1009,-1
ZFN,YWJ,HW,2025-05-18,990,-1
BKK,HKG,HX,2025-05-18,191,-1
CKG,HKG,HX,2025-05-18,116,-1
CTU,HKG,HX,2025-05-18,107,-1
DPS,HKG,HX,2025-05-18,459,-1
FOC,HKG,HX,2025-05-18,1084,-1
HAK,HKG,HX,2025-05-18,993,-1
HAN,HKG,HX,2025-05-18,1177,-1
HGH,HKG,HX,2025-05-18,189,-1
HKG,BKK,HX,2025-05-18,609,-1
HKG,CKG,HX,2025-05-18,706,-1
HKG,CTU,HX,2025-05-18,410,-1
HKG,DPS,HX,2025-05-18,858,-1
HKG,FOC,HX,2025-05-18,812,-1
HKG,HAK,HX,2025-05-18,804,-1
HKG,HAN,HX,2025-05-18,154,-1
HKG,HGH,HX,2025-05-18,1076,-1
HKG,KOJ,HX,2025-05-18,401,-1
HKG,KWE,HX,2025-05-18,1060,-1
HKG,KWL,HX,2025-05-18,568,-1
HKG,NKG,HX,2025-05-18,224,-1
HKG,NNG,HX,2025-05-18,196,-1
HKG,OKA,HX,2025-05-18,860,-1
HKG,PEK,HX,2025-05-18,1158,-1
HKG,PVG,HX,2025-05-18,857,-1
HKG,SGN,HX,2025-05-18,619,-1
HKG,SHA,HX,2025-05-18,771,-1
HKG,SYX,HX,2025-05-18,146,-1
HKG,TPE,HX,2025-05-18,1129,-1
HKG,TSN,HX,2025-05-18,1064,-1
HKG,TYN,HX,2025-05-18,145,-1
HKG,XMN,HX,2025-05-18,924,-1
HKG,XUZ,HX,2025-05-18,905,-1
HRB,HKG,HX,2025-05-18,1032,-1
KOJ,HKG,HX,2025-05-18,639,-1
KWE,HKG,HX,2025-05-18,583,-1
KWL,HKG,HX,2025-05-18,1063,-1
NKG,HKG,HX,2025-05-18,236,-1
NNG,HKG,HX,2025-05-18,582,-1
OKA,HKG,HX,2025-05-18,844,-1
PEK,HKG,HX,2025-05-18,263,-1
PVG,HKG,HX,2025-05-18,241,-1
SGN,HKG,HX,2025-05-18,722,-1
SHA,HKG,HX,2025-05-18,613,-1
SYX,HKG,HX,2025-05-18,515,-1
TPE,HKG,HX,2025-05-18,266,-1
TSN,HKG,HX,2025-05-18,1054,-1
TYN,HKG,HX,2025-05-18,1006,-1
XMN,HKG,HX,2025-05-18,1183,-1
XUZ,HKG,HX,2025-05-18,657,-1
AER,TAS,HY,2025-05-18,672,-1
ALA,TAS,HY,2025-05-18,877,-1
ATQ,TAS,HY,2025-05-18,974,-1
AZN,DME,HY,2025-05-18,666,-1
AZN,LED,HY,2025-05-18,944,-1
AZN,TAS,HY,2025-05-18,578,-1
BHK,DME,HY,2025-05-18,742,-1
BHK,LED,HY,2025-05-18,109,-1
BHK,TAS,HY,2025-05-18,1142,-1
BKK,TAS,HY,2025-05-18,994,-1
CDG,TAS,HY,2025-05-18,741,-1
CDG,UGC,HY,2025-05-18,974,-1
DEL,TAS,HY,2025-05-18,1011,-1
DME,AZN,HY,2025-05-18,721,-1
DME,BHK,HY,2025-05-18,890,-1
DME,FEG,HY,2025-05-18,830,-1
DME,KSQ,HY,2025-05-18,1198,-1
DME,NCU,HY,2025-05-18,760,-1
DME,NMA,HY,2025-05-18,230,-1
DME,NVI,HY,2025-05-18,882,-1
DME,SKD,HY,2025-05-18,413,-1
DME,TAS,HY,2025-05-18,176,-1
DME,TMJ,HY,2025-05-18,118,-1
DME,UGC,HY,2025-05-18,313,-1
DXB,TAS,HY,2025-05-18,792,-1
FCO,TAS,HY,2025-05-18,599,-1
FEG,DME,HY,2025-05-18,527,-1
FEG,KZN,HY,2025-05-18,531,-1
FEG,LED,HY,2025-05-18,313,-1
FEG,TAS,HY,2025-05-18,1041,-1
FRA,TAS,HY,2025-05-18,205,-1
FRU,TAS,HY,2025-05-18,732,-1
GYD,TAS,HY,2025-05-18,484,-1
ICN,TAS,HY,2025-05-18,1025,-1
IST,TAS,HY,2025-05-18,1008,-1
JFK,RIX,HY,2025-05-18,502,-1
KBP,TAS,HY,2025-05-18,751,-1
KGD,TAS,HY,2025-05-18,304,-1
KJA,TAS,HY,2025-05-18,671,-1
KRR,TAS,HY,2025-05-18,1037,-1
KSQ,DME,HY,2025-05-18,734,-1
KSQ,LED,HY,2025-05-18,627,-1
KSQ,TAS,HY,2025-05-18,344,-1
KUF,TAS,HY,2025-05-18,762,-1
KUL,SIN,HY,2025-05-18,200,-1
KUL,TAS,HY,2025-05-18,774,-1
KZN,FEG,HY,2025-05-18,830,-1
KZN,SKD,HY,2025-05-18,1108,-1
KZN,TAS,HY,2025-05-18,974,-1
LED,AZN,HY,2025-05-18,861,-1
LED,BHK,HY,2025-05-18,193,-1
LED,FEG,HY,2025-05-18,871,-1
LED,KSQ,HY,2025-05-18,831,-1
LED,NMA,HY,2025-05-18,634,-1
LED,NVI,HY,2025-05-18,204,-1
LED,SKD,HY,2025-05-18,838,-1
LED,TAS,HY,2025-05-18,846,-1
LED,UGC,HY,2025-05-18,1039,-1
LHR,TAS,HY,2025-05-18,1003,-1
MRV,TAS,HY,2025-05-18,666,-1
MXP,UGC,HY,2025-05-18,288,-1
NCU,DME,HY,2025-05-18,471,-1
NCU,TAS,HY,2025-05-18,600,-1
NMA,DME,HY,2025-05-18,1069,-1
NMA,LED,HY,2025-05-18,866,-1
NMA,OVB,HY,2025-05-18,732,-1
NMA,SVX,HY,2025-05-18,413,-1
NMA,TAS,HY,2025-05-18,1149,-1
NRT,TAS,HY,2025-05-18,717,-1
NVI,DME,HY,2025-05-18,354,-1
NVI,LED,HY,2025-05-18,1146,-1
NVI,TAS,HY,2025-05-18,766,-1
OVB,NMA,HY,2025-05-18,1087,-1
OVB,TAS,HY,2025-05-18,1137,-1
PEK,TAS,HY,2025-05-18,758,-1
RIX,JFK,HY,2025-05-18,170,-1
RIX,TAS,HY,2025-05-18,1113,-1
ROV,TAS,HY,2025-05-18,771,-1
SHJ,TAS,HY,2025-05-18,418,-1
SIN,KUL,HY,2025-05-18,128,-1
SIN,TAS,HY,2025-05-18,435,-1
SKD,DME,HY,2025-05-18,878,-1
SKD,KZN,HY,2025-05-18,560,-1
SKD,LED,HY,2025-05-18,527,-1
SKD,TAS,HY,2025-05-18,483,-1
SVX,NMA,HY,2025-05-18,1183,-1
SVX,TAS,HY,2025-05-18,949,-1
TAS,AER,HY,2025-05-18,180,-1
TAS,ALA,HY,2025-05-18,1118,-1
TAS,ATQ,HY,2025-05-18,1136,-1
TAS,AZN,HY,2025-05-18,445,-1
TAS,BHK,HY,2025-05-18,673,-1
TAS,BKK,HY,2025-05-18,310,-1
TAS,CDG,HY,2025-05-18,779,-1
TAS,DEL,HY,2025-05-18,173,-1
TAS,DME,HY,2025-05-18,665,-1
TAS,DXB,HY,2025-05-18,101,-1
TAS,FCO,HY,2025-05-18,879,-1
TAS,FEG,HY,2025-05-18,242,-1
TAS,FRA,HY,2025-05-18,174,-1
TAS,FRU,HY,2025-05-18,276,-1
TAS,GYD,HY,2025-05-18,325,-1
TAS,ICN,HY,2025-05-18,587,-1
TAS,IST,HY,2025-05-18,458,-1
TAS,KBP,HY,2025-05-18,558,-1
TAS,KGD,HY,2025-05-18,287,-1
TAS,KJA,HY,2025-05-18,537,-1
TAS,KRR,HY,2025-05-18,442,-1
TAS,KSQ,HY,2025-05-18,215,-1
TAS,KUF,HY,2025-05-18,441,-1
TAS,KUL,HY,2025-05-18,896,-1
TAS,KZN,HY,2025-05-18,140,-1
TAS,LED,HY,2025-05-18,479,-1
TAS,LHR,HY,2025-05-18,242,-1
TAS,MRV,HY,2025-05-18,189,-1
TAS,MXP,HY,2025-05-18,1194,-1
TAS,NCU,HY,2025-05-18,1151,-1
TAS,NMA,HY,2025-05-18,1182,-1
TAS,NRT,HY,2025-05-18,1110,-1
TAS,NVI,HY,2025-05-18,707,-1
TAS,OVB,HY,2025-05-18,467,-1
TAS,PEK,HY,2025-05-18,313,-1
TAS,PRG,HY,2025-05-18,838,-1
TAS,RIX,HY,2025-05-18,663,-1
TAS,ROV,HY,2025-05-18,224,-1
TAS,SHJ,HY,2025-05-18,915,-1
TAS,SIN,HY,2025-05-18,1125,-1
TAS,SKD,HY,2025-05-18,128,-1
TAS,SVX,HY,2025-05-18,284,-1
TAS,TJM,HY,2025-05-18,1152,-1
TAS,TLV,HY,2025-05-18,1145,-1
TAS,TMJ,HY,2025-05-18,1001,-1
TAS,TSE,HY,2025-05-18,745,-1
TAS,UFA,HY,2025-05-18,210,-1
TAS,UGC,HY,2025-05-18,639,-1
TAS,URC,HY,2025-05-18,560,-1
TAS,VOG,HY,2025-05-18,1184,-1
TJM,TAS,HY,2025-05-18,1009,-1
TLV,TAS,HY,2025-05-18,653,-1
TMJ,DME,HY,2025-05-18,213,-1
TMJ,TAS,HY,2025-05-18,406,-1
TSE,TAS,HY,2025-05-18,287,-1
UFA,TAS,HY,2025-05-18,683,-1
UGC,BHK,HY,2025-05-18,1188,-1
UGC,DME,HY,2025-05-18,632,-1
UGC,LED,HY,2025-05-18,1038,-1
UGC,TAS,HY,2025-05-18,198,-1
UGC,VOG,HY,2025-05-18,425,-1
URC,TAS,HY,2025-05-18,634,-1
VOG,TAS,HY,2025-05-18,1031,-1
VOG,UGC,HY,2025-05-18,1029,-1
BVV,UUS,HZ,2025-05-18,701,-1
CTS,UUS,HZ,2025-05-18,240,-1
DEE,UUS,HZ,2025-05-18,130,-1
EKS,UUS,HZ,2025-05-18,951,-1
HRB,KHV,HZ,2025-05-18,990,-1
ICN,UUS,HZ,2025-05-18,538,-1
KHV,HRB,HZ,2025-05-18,510,-1
KHV,UUS,HZ,2025-05-18,582,-1
NRT,UUS,HZ,2025-05-18,193,-1
OHH,UUS,HZ,2025-05-18,117,-1
UUS,BVV,HZ,2025-05-18,380,-1
UUS,CTS,HZ,2025-05-18,468,-1
UUS,DEE,HZ,2025-05-18,306,-1
UUS,EKS,HZ,2025-05-18,147,-1
UUS,HRB,HZ,2025-05-18,355,-1
UUS,NRT,HZ,2025-05-18,357,-1
UUS,OHH,HZ,2025-05-18,221,-1
KLW,KTN,I4,2025-05-18,1158,-1
KTN,KLW,I4,2025-05-18,942,-1
BHV,KHI,I6,2025-05-18,867,-1
BHV,LHE,I6,2025-05-18,984,-1
ISB,KHI,I6,2025-05-18,525,-1
ISB,UET,I6,2025-05-18,695,-1
KHI,BHV,I6,2025-05-18,625,-1
KHI,ISB,I6,2025-05-18,496,-1
KHI,LHE,I6,2025-05-18,942,-1
KHI,LYP,I6,2025-05-18,1116,-1
KHI,MUX,I6,2025-05-18,1104,-1
KHI,PEW,I6,2025-05-18,779,-1
KHI,UET,I6,2025-05-18,1172,-1
LHE,BHV,I6,2025-05-18,169,-1
LHE,KHI,I6,2025-05-18,518,-1
LHE,UET,I6,2025-05-18,656,-1
LYP,KHI,I6,2025-05-18,810,-1
MUX,KHI,I6,2025-05-18,381,-1
PEW,KHI,I6,2025-05-18,787,-1
UET,ISB,I6,2025-05-18,708,-1
UET,KHI,I6,2025-05-18,124,-1
UET,LHE,I6,2025-05-18,588,-1
DME,IJK,I8,2025-05-18,281,-1
DME,KRO,I8,2025-05-18,432,-1
IJK,DME,I8,2025-05-18,1174,-1
IJK,LED,I8,2025-05-18,334,-1
IJK,SVX,I8,2025-05-18,1006,-1
KRO,DME,I8,2025-05-18,1089,-1
LED,IJK,I8,2025-05-18,901,-1
SVX,IJK,I8,2025-05-18,840,-1
FOR,MXP,I9,2025-05-18,1153,-1
LIN,NAP,I9,2025-05-18,964,-1
MXP,FOR,I9,2025-05-18,717,-1
NAP,LIN,I9,2025-05-18,504,-1
AAL,BCN,IB,2025-05-18,977,-1
ABZ,LHR,IB,2025-05-18,366,-1
ACC,MAD,IB,2025-05-18,897,-1
ACE,BCN,IB,2025-05-18,491,-1
ACE,BIO,IB,2025-05-18,143,-1
ACE,LGW,IB,2025-05-18,166,-1
ACE,MAD,IB,2025-05-18,358,-1
AGP,AMS,IB,2025-05-18,766,-1
AGP,BCN,IB,2025-05-18,530,-1
AGP,BIO,IB,2025-05-18,360,-1
AGP,BRU,IB,2025-05-18,1120,-1
AGP,CMN,IB,2025-05-18,309,-1
AGP,CPH,IB,2025-05-18,535,-1
AGP,CWL,IB,2025-05-18,279,-1
AGP,DME,IB,2025-05-18,239,-1
AGP,FCO,IB,2025-05-18,201,-1
AGP,HAJ,IB,2025-05-18,869,-1
AGP,HAM,IB,2025-05-18,948,-1
AGP,LCY,IB,2025-05-18,499,-1
AGP,LGW,IB,2025-05-18,112,-1
AGP,LPA,IB,2025-05-18,450,-1
AGP,LYS,IB,2025-05-18,256,-1
AGP,MAD,IB,2025-05-18,809,-1
AGP,MLN,IB,2025-05-18,115,-1
AGP,MUC,IB,2025-05-18,1169,-1
AGP,NTE,IB,2025-05-18,616,-1
AGP,ORY,IB,2025-05-18,419,-1
AGP,OVD,IB,2025-05-18,1023,-1
AGP,PMI,IB,2025-05-18,295,-1
AGP,SCQ,IB,2025-05-18,137,-1
AGP,TFN,IB,2025-05-18,1053,-1
AGP,TLS,IB,2025-05-18,287,-1
AGP,VLC,IB,2025-05-18,952,-1
ALC,AMS,IB,2025-05-18,1167,-1
ALC,BCN,IB,2025-05-18,209,-1
ALC,BIO,IB,2025-05-18,1002,-1
ALC,BRU,IB,2025-05-18,314,-1
ALC,CPH,IB,2025-05-18,311,-1
ALC,CWL,IB,2025-05-18,650,-1
ALC,DME,IB,2025-05-18,248,-1
ALC,FCO,IB,2025-05-18,1121,-1
ALC,IBZ,IB,2025-05-18,345,-1
ALC,LGW,IB,2025-05-18,689,-1
ALC,LPA,IB,2025-05-18,767,-1
ALC,MAD,IB,2025-05-18,756,-1
ALC,ORN,IB,2025-05-18,277,-1
ALC,ORY,IB,2025-05-18,598,-1
ALC,PMI,IB,2025-05-18,756,-1
ALG,BCN,IB,2025-05-18,126,-1
ALG,MAD,IB,2025-05-18,266,-1
AMM,BCN,IB,2025-05-18,256,-1
AMM,MAD,IB,2025-05-18,293,-1
AMS,AGP,IB,2025-05-18,865,-1
AMS,ALC,IB,2025-05-18,937,-1
AMS,BCN,IB,2025-05-18,463,-1
AMS,BIO,IB,2025-05-18,943,-1
AMS,IBZ,IB,2025-05-18,951,-1
AMS,PMI,IB,2025-05-18,282,-1
AMS,SVQ,IB,2025-05-18,220,-1
AMS,VLC,IB,2025-05-18,828,-1
ANU,LGW,IB,2025-05-18,188,-1
ANU,PUJ,IB,2025-05-18,612,-1
ANU,SKB,IB,2025-05-18,127,-1
ANU,TAB,IB,2025-05-18,405,-1
AQP,LIM,IB,2025-05-18,110,-1
ARN,BCN,IB,2025-05-18,229,-1
ARN,LHR,IB,2025-05-18,278,-1
ARN,MAD,IB,2025-05-18,278,-1
ATH,BCN,IB,2025-05-18,849,-1
ATL,LHR,IB,2025-05-18,402,-1
ATL,MIA,IB,2025-05-18,505,-1
ATL,ORD,IB,2025-05-18,908,-1
AUH,LHR,IB,2025-05-18,818,-1
AUH,MCT,IB,2025-05-18,788,-1
AUS,LHR,IB,2025-05-18,888,-1
BAH,DOH,IB,2025-05-18,461,-1
BAH,LHR,IB,2025-05-18,233,-1
BCN,AAL,IB,2025-05-18,1047,-1
BCN,ACE,IB,2025-05-18,1116,-1
BCN,AGP,IB,2025-05-18,827,-1
BCN,ALC,IB,2025-05-18,448,-1
BCN,ALG,IB,2025-05-18,487,-1
BCN,AMM,IB,2025-05-18,154,-1
BCN,AMS,IB,2025-05-18,148,-1
BCN,ARN,IB,2025-05-18,463,-1
BCN,ATH,IB,2025-05-18,1057,-1
BCN,BES,IB,2025-05-18,272,-1
BCN,BGO,IB,2025-05-18,247,-1
BCN,BIO,IB,2025-05-18,846,-1
BCN,BJL,IB,2025-05-18,200,-1
BCN,BLQ,IB,2025-05-18,597,-1
BCN,BOD,IB,2025-05-18,375,-1
BCN,BRI,IB,2025-05-18,1114,-1
BCN,BRU,IB,2025-05-18,153,-1
BCN,CDG,IB,2025-05-18,578,-1
BCN,CMN,IB,2025-05-18,1047,-1
BCN,CPH,IB,2025-05-18,227,-1
BCN,CTA,IB,2025-05-18,397,-1
BCN,CWL,IB,2025-05-18,592,-1
BCN,DBV,IB,2025-05-18,1129,-1
BCN,DKR,IB,2025-05-18,790,-1
BCN,DME,IB,2025-05-18,679,-1
BCN,DRS,IB,2025-05-18,314,-1
BCN,DTM,IB,2025-05-18,412,-1
BCN,DUS,IB,2025-05-18,535,-1
BCN,EAS,IB,2025-05-18,761,-1
BCN,EDI,IB,2025-05-18,400,-1
BCN,FCO,IB,2025-05-18,707,-1
BCN,FEZ,IB,2025-05-18,1108,-1
BCN,FLR,IB,2025-05-18,958,-1
BCN,FRA,IB,2025-05-18,814,-1
BCN,FUE,IB,2025-05-18,1029,-1
BCN,GOA,IB,2025-05-18,690,-1
BCN,GOT,IB,2025-05-18,363,-1
BCN,GRX,IB,2025-05-18,106,-1
BCN,HAJ,IB,2025-05-18,779,-1
BCN,HAM,IB,2025-05-18,460,-1
BCN,HEL,IB,2025-05-18,701,-1
BCN,IBZ,IB,2025-05-18,457,-1
BCN,IEV,IB,2025-05-18,1176,-1
BCN,JFK,IB,2025-05-18,937,-1
BCN,KBP,IB,2025-05-18,657,-1
BCN,LCG,IB,2025-05-18,361,-1
BCN,LED,IB,2025-05-18,288,-1
BCN,LEI,IB,2025-05-18,1101,-1
BCN,LEJ,IB,2025-05-18,221,-1
BCN,LEN,IB,2025-05-18,858,-1
BCN,LGW,IB,2025-05-18,687,-1
BCN,LHR,IB,2025-05-18,674,-1
BCN,LIL,IB,2025-05-18,845,-1
BCN,LIS,IB,2025-05-18,1124,-1
BCN,LPA,IB,2025-05-18,401,-1
BCN,LUX,IB,2025-05-18,521,-1
BCN,LYS,IB,2025-05-18,548,-1
BCN,MAD,IB,2025-05-18,736,-1
BCN,MAH,IB,2025-05-18,327,-1
BCN,MIA,IB,2025-05-18,966,-1
BCN,MLA,IB,2025-05-18,319,-1
BCN,MRS,IB,2025-05-18,1149,-1
BCN,MUC,IB,2025-05-18,1043,-1
BCN,MXP,IB,2025-05-18,249,-1
BCN,NAP,IB,2025-05-18,986,-1
BCN,NCE,IB,2025-05-18,458,-1
BCN,NDR,IB,2025-05-18,672,-1
BCN,NTE,IB,2025-05-18,356,-1
BCN,NUE,IB,2025-05-18,145,-1
BCN,OPO,IB,2025-05-18,617,-1
BCN,ORN,IB,2025-05-18,664,-1
BCN,ORY,IB,2025-05-18,118,-1
BCN,OSL,IB,2025-05-18,485,-1
BCN,OTP,IB,2025-05-18,650,-1
BCN,OVD,IB,2025-05-18,303,-1
BCN,PMI,IB,2025-05-18,340,-1
BCN,PMO,IB,2025-05-18,413,-1
BCN,PRG,IB,2025-05-18,981,-1
BCN,PSA,IB,2025-05-18,932,-1
BCN,RAK,IB,2025-05-18,460,-1
BCN,RGS,IB,2025-05-18,195,-1
BCN,RNS,IB,2025-05-18,116,-1
BCN,SCQ,IB,2025-05-18,633,-1
BCN,SDR,IB,2025-05-18,878,-1
BCN,SLM,IB,2025-05-18,634,-1
BCN,STR,IB,2025-05-18,1100,-1
BCN,SVG,IB,2025-05-18,1084,-1
BCN,SVQ,IB,2025-05-18,1053,-1
BCN,TFN,IB,2025-05-18,659,-1
BCN,TFS,IB,2025-05-18,599,-1
BCN,TLS,IB,2025-05-18,235,-1
BCN,TLV,IB,2025-05-18,499,-1
BCN,TNG,IB,2025-05-18,264,-1
BCN,TRN,IB,2025-05-18,979,-1
BCN,TXL,IB,2025-05-18,544,-1
BCN,VCE,IB,2025-05-18,953,-1
BCN,VGO,IB,2025-05-18,462,-1
BCN,VIE,IB,2025-05-18,759,-1
BCN,VLL,IB,2025-05-18,917,-1
BCN,WAW,IB,2025-05-18,850,-1
BCN,XRY,IB,2025-05-18,1002,-1
BCN,ZAG,IB,2025-05-18,116,-1
BCN,ZRH,IB,2025-05-18,1056,-1
BDA,LGW,IB,2025-05-18,615,-1
BES,BCN,IB,2025-05-18,586,-1
BGI,LGW,IB,2025-05-18,743,-1
BGO,BCN,IB,2025-05-18,434,-1
BHD,LHR,IB,2025-05-18,1158,-1
BIO,ACE,IB,2025-05-18,829,-1
BIO,AGP,IB,2025-05-18,1064,-1
BIO,ALC,IB,2025-05-18,384,-1
BIO,AMS,IB,2025-05-18,1122,-1
BIO,BCN,IB,2025-05-18,414,-1
BIO,FUE,IB,2025-05-18,246,-1
BIO,IBZ,IB,2025-05-18,101,-1
BIO,LCG,IB,2025-05-18,980,-1
BIO,LHR,IB,2025-05-18,941,-1
BIO,LPA,IB,2025-05-18,268,-1
BIO,MAD,IB,2025-05-18,958,-1
BIO,MXP,IB,2025-05-18,313,-1
BIO,ORY,IB,2025-05-18,323,-1
